InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Total,Date,Time,Payment
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,103.0365,1/21/2019,17:36,Cash
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,432.768,2/2/2019,15:47,Cash
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,77.6685,2/3/2019,15:53,Credit card
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,33.495,1/5/2019,12:40,Ewallet
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,145.74,1/27/2019,19:48,Ewallet
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,195.951,3/25/2019,17:53,Cash
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,92.8725,2/25/2019,16:36,Credit card
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,203.112,1/28/2019,20:54,Ewallet
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,152.775,1/8/2019,12:50,Cash
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,529.515,1/29/2019,10:48,Credit card
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,321.7725,3/29/2019,14:28,Cash
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,100.485,2/9/2019,17:15,Credit card
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,666.939,1/16/2019,18:03,Credit card
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,225.2775,1/5/2019,17:29,Ewallet
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,398.958,1/27/2019,18:05,Ewallet
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,731.6925,3/14/2019,12:07,Cash
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,429.1665,2/23/2019,19:49,Credit card
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,54.0435,3/18/2019,15:52,Ewallet
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,288.015,3/29/2019,16:48,Ewallet
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,206.7975,1/22/2019,20:46,Credit card
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,72.933,3/1/2019,18:14,Ewallet
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,377.58,1/17/2019,15:05,Credit card
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,143.9865,3/26/2019,10:34,Credit card
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,523.971,3/20/2019,11:23,Cash
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,235.872,2/6/2019,13:55,Credit card
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,132.027,1/1/2019,11:43,Cash
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,514.773,1/27/2019,14:36,Credit card
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,479.9025,2/25/2019,16:03,Ewallet
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,164.682,1/16/2019,20:03,Credit card
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,125.706,1/13/2019,14:55,Ewallet
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,570.78,2/7/2019,11:28,Credit card
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,926.9505,2/17/2019,19:41,Cash
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,160.209,2/12/2019,19:01,Ewallet
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,728.112,1/24/2019,18:04,Credit card
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,240.975,2/6/2019,19:20,Ewallet
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,154.1295,3/26/2019,10:31,Ewallet
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,148.68,3/11/2019,13:28,Ewallet
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,122.5245,2/7/2019,11:36,Ewallet
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,77.658,1/5/2019,11:32,Credit card
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,102.837,3/7/2019,11:44,Ewallet
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,306.81,2/25/2019,17:16,Credit card
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,551.124,2/1/2019,18:43,Ewallet
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,96.642,1/22/2019,11:00,Ewallet
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,79.674,1/3/2019,10:30,Credit card
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,84.756,2/13/2019,12:14,Credit card
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,118.251,1/28/2019,16:43,Credit card
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,74.76,1/5/2019,20:40,Credit card
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,163.002,3/19/2019,13:40,Ewallet
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,308.91,1/12/2019,16:23,Ewallet
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,575.9775,1/7/2019,12:08,Credit card
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,270.585,1/26/2019,17:45,Cash
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,416.178,1/23/2019,10:28,Cash
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,180.4005,2/9/2019,20:31,Ewallet
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,513.2295,2/22/2019,10:49,Cash
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,550.368,2/5/2019,12:34,Cash
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,139.923,3/7/2019,10:23,Credit card
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,142.002,3/25/2019,18:51,Cash
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,118.062,1/20/2019,13:45,Credit card
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,151.284,2/4/2019,19:38,Cash
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,1034.46,1/30/2019,20:23,Ewallet
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,262.458,1/2/2019,15:24,Ewallet
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,228.123,3/29/2019,16:54,Ewallet
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,203.931,3/14/2019,12:32,Cash
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,936.6,2/11/2019,15:42,Credit card
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,356.328,1/30/2019,13:58,Ewallet
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,469.413,3/20/2019,15:08,Ewallet
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,208.425,3/20/2019,13:02,Cash
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,852.705,1/17/2019,13:01,Credit card
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,517.965,2/3/2019,16:40,Credit card
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,621.243,1/1/2019,13:55,Cash
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,586.971,1/10/2019,10:33,Credit card
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,543.753,3/2/2019,16:42,Ewallet
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,430.71,2/25/2019,17:16,Credit card
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,280.035,1/29/2019,11:48,Cash
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,74.4555,3/10/2019,19:35,Ewallet
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,152.019,1/13/2019,19:55,Credit card
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,451.0275,3/22/2019,14:33,Credit card
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,597.6285,3/1/2019,19:49,Ewallet
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,253.26,2/20/2019,18:43,Cash
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,133.434,1/14/2019,14:43,Ewallet
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,269.934,3/26/2019,13:54,Cash
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,145.971,3/1/2019,12:15,Ewallet
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,85.743,1/7/2019,12:37,Cash
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,326.256,2/1/2019,19:54,Cash
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,195.258,2/13/2019,15:06,Credit card
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,75.936,1/14/2019,18:03,Credit card
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,198.639,1/19/2019,15:58,Ewallet
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,217.182,3/9/2019,13:53,Credit card
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,164.871,3/27/2019,14:03,Cash
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,226.065,2/4/2019,16:38,Ewallet
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,625.905,3/14/2019,11:07,Cash
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,76.755,3/4/2019,12:23,Cash
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,293.139,3/3/2019,10:54,Credit card
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,178.164,1/27/2019,17:38,Ewallet
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,47.859,2/7/2019,14:13,Cash
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,236.88,2/5/2019,11:51,Ewallet
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,304.92,3/15/2019,13:05,Cash
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,46.683,3/1/2019,11:30,Credit card
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,164.43,2/15/2019,13:30,Credit card
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,440.937,2/17/2019,19:11,Ewallet
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,193.4625,1/26/2019,18:53,Cash
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,147.672,3/24/2019,14:22,Ewallet
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,87.234,1/23/2019,17:16,Ewallet
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,68.2395,1/26/2019,10:06,Credit card
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,814.38,3/14/2019,20:35,Ewallet
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,343.413,3/17/2019,13:54,Ewallet
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,381.3915,1/8/2019,20:08,Cash
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,133.35,2/8/2019,15:26,Cash
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,394.3275,2/10/2019,12:56,Ewallet
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,209.118,3/28/2019,19:16,Credit card
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,32.1405,1/23/2019,12:20,Ewallet
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,121.569,1/17/2019,10:37,Ewallet
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,30.408,2/7/2019,10:18,Credit card
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,935.2665,3/9/2019,11:23,Cash
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,293.643,1/24/2019,11:45,Cash
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,84.9765,1/19/2019,16:08,Credit card
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,708.225,2/3/2019,11:25,Ewallet
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,365.904,3/20/2019,12:24,Ewallet
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,457.38,1/13/2019,19:51,Cash
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,461.5275,3/14/2019,18:10,Ewallet
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,620.739,1/23/2019,11:22,Credit card
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,273.798,2/7/2019,17:55,Ewallet
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,225.792,3/28/2019,15:30,Credit card
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,96.1905,3/20/2019,19:44,Cash
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,695.2365,1/17/2019,15:27,Credit card
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,874.125,1/12/2019,11:25,Credit card
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,95.9175,2/16/2019,15:42,Cash
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,165.648,1/26/2019,16:04,Cash
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,127.827,3/9/2019,12:37,Ewallet
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,867.09,3/14/2019,14:41,Cash
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,167.895,1/25/2019,14:19,Ewallet
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,12.6945,1/26/2019,18:19,Credit card
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,673.995,1/19/2019,14:08,Credit card
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,246.6765,3/5/2019,16:38,Ewallet
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,175.917,1/15/2019,10:54,Credit card
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,314.055,3/18/2019,11:29,Ewallet
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,251.7165,3/20/2019,19:28,Credit card
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,697.935,1/15/2019,15:01,Credit card
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,212.7825,3/3/2019,20:31,Credit card
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,48.51,3/19/2019,12:16,Cash
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,92.5575,3/8/2019,15:27,Cash
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,165.123,2/27/2019,17:36,Ewallet
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,311.1885,2/23/2019,20:00,Ewallet
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,743.82,3/19/2019,15:29,Ewallet
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,116.907,3/27/2019,15:08,Ewallet
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,609.168,3/30/2019,19:26,Credit card
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,63.2625,2/16/2019,15:53,Ewallet
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,182.952,1/18/2019,18:43,Ewallet
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,442.323,3/30/2019,14:58,Cash
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,35.3115,3/20/2019,19:55,Cash
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,32.529,1/16/2019,15:10,Cash
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,259.77,2/24/2019,16:44,Cash
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,397.215,1/15/2019,18:22,Ewallet
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,351.603,1/22/2019,11:52,Cash
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,764.19,2/3/2019,17:24,Cash
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,352.674,3/6/2019,15:31,Ewallet
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,252.756,2/16/2019,18:04,Credit card
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,49.4235,3/14/2019,14:13,Credit card
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,104.6745,2/27/2019,10:23,Credit card
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,277.6725,1/18/2019,10:11,Ewallet
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,146.6325,1/29/2019,15:48,Cash
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,58.2225,2/26/2019,17:46,Credit card
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,135.3555,2/3/2019,11:46,Cash
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,125.979,1/16/2019,12:07,Credit card
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,370.125,3/24/2019,18:14,Credit card
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,914.55,2/12/2019,14:45,Credit card
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,207.48,2/21/2019,11:39,Cash
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,204.246,2/4/2019,15:44,Ewallet
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,181.881,2/20/2019,13:06,Ewallet
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,75.474,2/23/2019,20:43,Ewallet
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,300.573,2/16/2019,14:19,Ewallet
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,85.302,1/17/2019,10:01,Credit card
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,588.42,1/14/2019,19:30,Ewallet
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,196.14,3/30/2019,16:34,Cash
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,231.2415,3/2/2019,13:10,Ewallet
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,282.576,2/15/2019,17:10,Credit card
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,477.54,3/1/2019,10:22,Credit card
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,175.917,2/24/2019,19:57,Cash
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,470.988,2/19/2019,19:29,Credit card
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,308.574,2/23/2019,18:30,Cash
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,618.975,2/7/2019,14:27,Ewallet
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,305.55,1/11/2019,13:57,Ewallet
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,41.454,2/12/2019,19:43,Cash
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,36.5505,1/14/2019,10:11,Credit card
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,310.716,1/9/2019,13:46,Ewallet
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,45.108,2/27/2019,12:22,Ewallet
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,145.404,1/24/2019,19:20,Ewallet
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,103.11,1/8/2019,12:58,Credit card
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,136.143,1/8/2019,11:59,Credit card
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,667.38,1/16/2019,17:59,Cash
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,153.048,3/13/2019,12:51,Cash
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,211.365,2/15/2019,10:36,Cash
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,663.2955,1/25/2019,13:38,Cash
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,404.544,3/12/2019,19:39,Ewallet
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,510.615,3/4/2019,12:44,Cash
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,539.343,2/10/2019,13:56,Cash
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,497.07,1/16/2019,14:42,Cash
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,458.6925,1/29/2019,19:45,Cash
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,113.568,1/1/2019,20:26,Ewallet
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,261.198,1/6/2019,19:46,Ewallet
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,657.531,2/19/2019,19:38,Credit card
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,1023.75,1/12/2019,16:18,Ewallet
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,507.444,2/7/2019,12:23,Ewallet
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,101.808,3/27/2019,19:11,Credit card
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,207.585,2/27/2019,18:57,Credit card
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,760.4415,1/6/2019,11:18,Cash
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,835.2855,3/2/2019,12:40,Cash
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,527.5095,3/29/2019,14:06,Cash
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,180.6,1/31/2019,20:48,Ewallet
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,72.429,1/21/2019,20:13,Cash
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,131.208,1/20/2019,20:37,Ewallet
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,80.955,1/17/2019,17:59,Ewallet
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,507.906,2/28/2019,20:18,Cash
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,317.226,3/19/2019,15:52,Ewallet
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,733.6035,2/19/2019,15:14,Ewallet
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,130.8825,2/4/2019,12:50,Ewallet
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,829.08,1/31/2019,10:36,Ewallet
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,187.32,2/6/2019,18:33,Credit card
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,525.231,3/28/2019,16:06,Ewallet
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,37.611,1/19/2019,12:47,Credit card
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,142.947,2/17/2019,13:34,Credit card
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,110.124,1/18/2019,15:04,Credit card
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,187.866,2/2/2019,20:42,Cash
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,856.4535,1/18/2019,15:28,Cash
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,138.978,3/18/2019,13:45,Credit card
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,270.2595,1/11/2019,20:10,Cash
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,98.028,2/4/2019,18:53,Ewallet
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,239.4,2/6/2019,14:24,Cash
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,175.0455,1/8/2019,11:42,Credit card
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,732.27,3/5/2019,17:49,Credit card
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,408.492,3/16/2019,15:33,Ewallet
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,383.523,3/9/2019,10:54,Cash
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,93.744,3/1/2019,16:23,Credit card
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,176.4,2/28/2019,19:33,Ewallet
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,20.685,2/8/2019,11:39,Ewallet
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,557.718,1/24/2019,10:38,Ewallet
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,56.406,3/1/2019,20:03,Ewallet
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,860.475,3/10/2019,12:39,Credit card
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,596.82,3/23/2019,15:59,Credit card
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,616.98,1/29/2019,14:26,Ewallet
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,769.104,1/12/2019,18:22,Ewallet
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,887.922,3/20/2019,11:32,Cash
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,408.7335,3/23/2019,12:41,Cash
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,89.0715,1/14/2019,15:20,Ewallet
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,150.423,2/12/2019,14:33,Ewallet
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,79.149,2/20/2019,15:29,Ewallet
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,266.028,1/2/2019,16:19,Credit card
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,40.341,2/2/2019,16:33,Cash
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,684.915,1/8/2019,19:07,Credit card
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,55.2825,1/30/2019,14:43,Credit card
